0.000000000000000000e+00, 5.022465434888902236e-02
1.000000000000000021e-02, 1.008986020391890170e-01
2.000000000000000042e-02, 1.520218122219523793e-01
2.999999999999999889e-02, 2.035942537758421989e-01
4.000000000000000083e-02, 2.556158953072079631e-01
5.000000000000000278e-02, 3.080867051501617881e-01
5.999999999999999778e-02, 3.610040753693430915e-01
7.000000000000000666e-02, 4.143611258072042447e-01
8.000000000000000167e-02, 4.681494303304181148e-01
8.999999999999999667e-02, 5.223608547447157191e-01
1.000000000000000056e-01, 5.769875408487806778e-01
1.100000000000000006e-01, 6.320218916840522061e-01
1.199999999999999956e-01, 6.874565578674426414e-01
1.300000000000000044e-01, 7.432844249067642739e-01
1.400000000000000133e-01, 7.994986014097750227e-01
1.499999999999999944e-01, 8.560924081074361425e-01
1.600000000000000033e-01, 9.130593676204373788e-01
1.700000000000000122e-01, 9.703931949054633854e-01
1.799999999999999933e-01, 1.028087788324191676e+00
1.900000000000000022e-01, 1.086137221283752341e+00
2.000000000000000111e-01, 1.144535734402450267e+00
2.099999999999999922e-01, 1.203277728159037219e+00
2.200000000000000011e-01, 1.262357755987802088e+00
2.300000000000000100e-01, 1.321770517785286092e+00
2.399999999999999911e-01, 1.381510853797584870e+00
2.500000000000000000e-01, 1.441573738860011389e+00
2.600000000000000089e-01, 1.501954276963414214e+00
2.700000000000000178e-01, 1.562647696123701913e+00
2.800000000000000266e-01, 1.623649343533148715e+00
2.899999999999999800e-01, 1.684954680973880681e+00
2.999999999999999889e-01, 1.746559280475583842e+00
3.099999999999999978e-01, 1.808458820200954609e+00
3.200000000000000067e-01, 1.870649080543755671e+00
3.300000000000000155e-01, 1.933125940425550304e+00
3.400000000000000244e-01, 1.995885373778288008e+00
3.500000000000000333e-01, 2.058923446200914054e+00
3.599999999999999867e-01, 2.122236311779080342e+00
3.699999999999999956e-01, 2.185820210057864532e+00
3.800000000000000044e-01, 2.249671463158153362e+00
3.900000000000000133e-01, 2.313786473028040636e+00
4.000000000000000222e-01, 2.378161718821212300e+00
4.100000000000000311e-01, 2.442793754394871009e+00
4.199999999999999845e-01, 2.507679205920276821e+00
4.299999999999999933e-01, 2.572814769599469198e+00
4.400000000000000022e-01, 2.638197209482171068e+00
4.500000000000000111e-01, 2.703823355377295901e+00
4.600000000000000200e-01, 2.769690100853842818e+00
4.700000000000000289e-01, 2.835794401326321879e+00
4.799999999999999822e-01, 2.902133272220161597e+00
4.899999999999999911e-01, 2.968703787212853218e+00
5.000000000000000000e-01, 3.035503076546854473e+00
5.100000000000000089e-01, 3.102528325410530474e+00
5.200000000000000178e-01, 3.169776772383639418e+00
5.300000000000000266e-01, 3.237245707944092832e+00
5.400000000000000355e-01, 3.304932473032912377e+00
5.500000000000000444e-01, 3.372834457674501074e+00
5.600000000000000533e-01, 3.440949099649512455e+00
5.700000000000000622e-01, 3.509273883217766343e+00
5.799999999999999600e-01, 3.577806337888806976e+00
5.899999999999999689e-01, 3.646544037237839930e+00
5.999999999999999778e-01, 3.715484597764918462e+00
